second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
1280,1887.091763,715,1736604,64.94,4082.51,,,,,,,,,,,,,,,
1281,1751.655847,520,1737124,64.91,4082.51,,,,,,,,,,,,,,,
1282,1692.511313,584,1737708,64.87,4082.51,,,,,,,,,,,,,,,
1283,1674.427249,455,1738163,64.83,4082.51,,,,,,,,,,,,,,,
1284,1727.014588,715,1738878,64.80,4082.51,,,,,,,,,,,,,,,
1285,1776.176866,260,1739138,64.83,4082.51,,,,,,,,,,,,,,,
1286,2246.021150,907,1740045,64.79,4082.51,,,,,,,,,,,,,,,
1287,1246.032371,523,1740568,64.84,4082.51,,,,,,,,,,,,,,,
1288,1633.630168,585,1741153,64.88,4082.51,,,,,,,,,,,,,,,
1289,1573.426646,455,1741608,64.84,4082.51,,,,,,,,,,,,,,,
1290,1672.916479,715,1742323,64.81,4082.51,,,,,,,,,,,,,,,
1291,1643.480009,585,1742908,64.77,4083.12,,,,,,,,,,,,,,,
1292,1711.388121,454,1743362,64.74,4083.12,,,,,,,,,,,,,,,
1293,1833.746835,716,1744078,64.77,4083.12,,,,,,,,,,,,,,,
1294,1624.515243,585,1744663,64.74,4083.12,,,,,,,,,,,,,,,
1295,1723.455751,585,1745248,64.70,4083.12,,,,,,,,,,,,,,,
1296,1706.236841,520,1745768,64.67,4083.12,,,,,,,,,,,,,,,
1297,1825.520121,650,1746418,64.63,4083.12,,,,,,,,,,,,,,,
1298,1668.262019,584,1747002,64.60,4083.12,,,,,,,,,,,,,,,
1299,1760.540684,520,1747522,64.56,4083.12,,,,,,,,,,,,,,,
1300,1756.270736,324,1747846,64.64,4083.12,,,,,,,,,,,,,,,
1301,1860.866649,586,1748432,64.65,4083.12,,,,,,,,,,,,,,,
1302,1687.189488,780,1749212,64.68,4083.12,,,,,,,,,,,,,,,
1303,1808.463579,584,1749796,64.64,4083.12,,,,,,,,,,,,,,,
1304,1559.345706,650,1750446,64.61,4083.12,,,,,,,,,,,,,,,
1305,1617.259490,584,1751030,64.58,4083.12,,,,,,,,,,,,,,,
1306,1735.034663,521,1751551,64.54,4083.12,,,,,,,,,,,,,,,
1307,1818.486748,519,1752070,64.51,4083.12,,,,,,,,,,,,,,,
1308,1988.777296,390,1752460,64.47,4083.12,,,,,,,,,,,,,,,
1309,2437.872297,455,1752915,64.43,4083.12,,,,,,,,,,,,,,,
1310,2562.214324,391,1753306,64.40,4083.12,,,,,,,,,,,,,,,
1311,2438.447386,390,1753696,64.39,4083.12,,,,,,,,,,,,,,,
1312,2347.549046,428,1754124,64.39,4083.12,,,,,,,,,,,,,,,
1313,2402.554629,350,1754474,64.53,4083.12,,,,,,,,,,,,,,,
1314,2422.733900,480,1754954,64.51,4083.12,,,,,,,,,,,,,,,
1315,2328.948512,391,1755345,64.50,4083.12,,,,,,,,,,,,,,,
1316,2319.347856,416,1755761,64.49,4083.12,,,,,,,,,,,,,,,
1317,2362.862027,518,1756279,64.48,4083.12,,,,,,,,,,,,,,,
1318,2309.632144,354,1756633,64.47,4083.12,,,,,,,,,,,,,,,
1319,2246.224052,470,1757103,64.46,4083.12,,,,,,,,,,,,,,,
1320,2326.413831,373,1757476,64.52,4083.12,,,,,,,,,,,,,,,
1321,2348.403963,450,1757926,64.52,4083.12,,,,,,,,,,,,,,,
1322,2477.500648,419,1758345,64.51,4083.12,,,,,,,,,,,,,,,
1323,2520.268861,352,1758697,64.56,4083.12,,,,,,,,,,,,,,,
1324,2563.575477,361,1759058,64.53,4083.12,,,,,,,,,,,,,,,
1325,2669.163792,308,1759366,64.49,4083.12,,,,,,,,,,,,,,,
1326,2682.932089,461,1759827,64.53,4083.12,,,,,,,,,,,,,,,
1327,2616.288951,453,1760280,64.49,4083.12,,,,,,,,,,,,,,,
1328,2429.340462,392,1760672,64.46,4083.12,,,,,,,,,,,,,,,
1329,2634.986180,286,1760958,64.42,4083.12,,,,,,,,,,,,,,,
1330,2671.285919,387,1761345,64.47,4083.12,,,,,,,,,,,,,,,
1331,2725.347709,393,1761738,64.43,4083.12,,,,,,,,,,,,,,,
1332,2628.681516,351,1762089,64.39,4083.12,,,,,,,,,,,,,,,
1333,2585.824309,452,1762541,64.35,4083.12,,,,,,,,,,,,,,,
1334,2647.244350,280,1762821,64.32,4083.12,,,,,,,,,,,,,,,
1335,2700.272909,404,1763225,64.35,4083.12,,,,,,,,,,,,,,,
1336,2845.807766,380,1763605,64.31,4083.12,,,,,,,,,,,,,,,
1337,2925.387759,281,1763886,64.27,4083.12,,,,,,,,,,,,,,,
1338,2940.933675,325,1764211,64.23,4083.12,,,,,,,,,,,,,,,
1339,2985.396205,395,1764606,64.27,4083.12,,,,,,,,,,,,,,,
1340,2929.763791,329,1764935,64.24,4083.12,,,,,,,,,,,,,,,
1341,2797.262509,419,1765354,64.20,4083.54,,,,,,,,,,,,,,,
1342,2842.980040,316,1765670,64.16,4086.45,,,,,,,,,,,,,,,
1343,2746.062062,346,1766016,64.20,4103.33,,,,,,,,,,,,,,,
1344,2715.657459,419,1766435,64.17,4103.33,,,,,,,,,,,,,,,
1345,2605.982852,301,1766736,64.13,4103.33,,,,,,,,,,,,,,,
1346,2763.515922,392,1767128,64.09,4103.33,,,,,,,,,,,,,,,
1347,2888.133963,309,1767437,64.12,4103.33,,,,,,,,,,,,,,,
1348,2847.297493,364,1767801,64.08,4103.33,,,,,,,,,,,,,,,
1349,2849.205356,409,1768210,64.04,4103.33,,,,,,,,,,,,,,,
1350,2862.235832,291,1768501,64.00,4103.33,,,,,,,,,,,,,,,
1351,2821.793310,430,1768931,63.97,4103.53,,,,,,,,,,,,,,,
1352,2824.634814,279,1769210,63.96,4103.53,,,,,,,,,,,,,,,
1353,2817.463195,356,1769566,63.98,4103.53,,,,,,,,,,,,,,,
1354,2799.766488,373,1769939,63.94,4103.53,,,,,,,,,,,,,,,
1355,2727.798742,336,1770275,63.90,4103.53,,,,,,,,,,,,,,,
1356,2757.088699,357,1770632,63.86,4103.53,,,,,,,,,,,,,,,
1357,2811.523835,308,1770940,63.82,4103.53,,,,,,,,,,,,,,,
1358,2775.852555,401,1771341,63.78,4103.53,,,,,,,,,,,,,,,
1359,2695.034376,515,1771856,63.80,4103.62,,,,,,,,,,,,,,,
1360,2545.262420,277,1772133,63.77,4103.62,,,,,,,,,,,,,,,
1361,2657.191328,367,1772500,63.73,4103.62,,,,,,,,,,,,,,,
1362,2730.918072,330,1772830,63.70,4103.62,,,,,,,,,,,,,,,
1363,2764.367267,435,1773265,63.66,4103.62,,,,,,,,,,,,,,,
1364,2742.186354,365,1773630,63.63,4103.62,,,,,,,,,,,,,,,
1365,2786.724589,310,1773940,63.59,4103.62,,,,,,,,,,,,,,,
1366,2820.935842,391,1774331,63.63,4103.62,,,,,,,,,,,,,,,
1367,2805.251581,366,1774697,63.59,4103.62,,,,,,,,,,,,,,,
1368,2599.531156,375,1775072,63.55,4103.62,,,,,,,,,,,,,,,
1369,2621.125425,391,1775463,63.51,4103.62,,,,,,,,,,,,,,,
1370,2692.240163,348,1775811,63.47,4103.62,,,,,,,,,,,,,,,
1371,2645.985124,327,1776138,63.53,4103.62,,,,,,,,,,,,,,,
1372,2681.399728,465,1776603,63.51,4103.62,,,,,,,,,,,,,,,
1373,2557.933950,421,1777024,63.50,4103.62,,,,,,,,,,,,,,,
1374,2571.838077,369,1777393,63.49,4103.62,,,,,,,,,,,,,,,
1375,2673.198865,369,1777762,63.48,4103.62,,,,,,,,,,,,,,,
1376,2722.730301,374,1778136,63.47,4103.80,,,,,,,,,,,,,,,
1377,2749.787084,322,1778458,63.52,4103.97,,,,,,,,,,,,,,,
1378,2822.642238,370,1778828,63.52,4103.97,,,,,,,,,,,,,,,
1379,2904.011994,375,1779203,63.65,4103.97,,,,,,,,,,,,,,,
1380,2705.937313,400,1779603,63.64,4103.97,,,,,,,,,,,,,,,
1381,2358.779126,408,1780011,63.63,4103.97,,,,,,,,,,,,,,,
1382,2439.835810,387,1780398,63.59,4103.97,,,,,,,,,,,,,,,
1383,2528.727195,322,1780720,63.56,4103.97,,,,,,,,,,,,,,,
1384,2628.547333,418,1781138,63.53,4103.97,,,,,,,,,,,,,,,
1385,2530.308593,454,1781592,63.55,4103.97,,,,,,,,,,,,,,,
1386,2550.715579,337,1781929,63.53,4103.97,,,,,,,,,,,,,,,
1387,2607.303164,406,1782335,63.49,4103.97,,,,,,,,,,,,,,,
1388,2671.287631,385,1782720,63.46,4103.97,,,,,,,,,,,,,,,
1389,2662.052270,339,1783059,63.42,4103.97,,,,,,,,,,,,,,,
1390,2813.740462,404,1783463,63.39,4103.97,,,,,,,,,,,,,,,
1391,2876.908948,258,1783721,63.35,4103.97,,,,,,,,,,,,,,,
1392,2962.240315,339,1784060,63.41,4103.97,,,,,,,,,,,,,,,
1393,2927.014634,341,1784401,63.43,4103.97,,,,,,,,,,,,,,,
1394,3033.228747,319,1784720,63.40,4104.63,,,,,,,,,,,,,,,
1395,2888.372393,406,1785126,63.36,4111.91,,,,,,,,,,,,,,,
1396,2897.108914,338,1785464,63.33,4135.65,,,,,,,,,,,,,,,
1397,2805.142286,387,1785851,63.35,4155.92,,,,,,,,,,,,,,,
1398,2760.187724,341,1786192,63.33,4155.92,,,,,,,,,,,,,,,
1399,2722.253568,337,1786529,63.29,4155.92,,,,,,,,,,,,,,,
1400,2758.347084,387,1786916,63.26,4155.92,,,,,,,,,,,,,,,
1401,2917.793553,146,1787062,63.22,4155.92,,,,,,,,,,,,,,,
1402,3616.064364,8,1787070,63.18,4155.92,,,,,,,,,,,,,,,
1403,4556.506752,3,1787073,63.14,4155.92,,,,,,,,,,,,,,,
1404,0.000000,0,1787073,63.10,4155.92,,,,,,,,,,,,,,,
1405,6475.458756,64,1787137,63.14,4155.92,,,,,,,,,,,,,,,
1406,0.000000,0,1787137,63.09,4155.92,,,,,,,,,,,,,,,
1407,0.000000,0,1787137,63.05,4155.92,,,,,,,,,,,,,,,
1408,9561.411942,1,1787138,63.01,4155.92,,,,,,,,,,,,,,,
1409,10144.693026,437,1787575,62.97,4155.92,,,,,,,,,,,,,,,
1410,9485.023441,516,1788091,62.93,4155.92,,,,,,,,,,,,,,,
1411,2730.288951,292,1788383,62.98,4155.92,,,,,,,,,,,,,,,
1412,2603.853175,257,1788640,62.94,4155.92,,,,,,,,,,,,,,,
1413,3100.176118,319,1788959,62.90,4155.92,,,,,,,,,,,,,,,
1414,3528.809220,232,1789191,62.87,4156.01,,,,,,,,,,,,,,,
1415,3866.543744,130,1789321,62.83,4156.01,,,,,,,,,,,,,,,
1416,4231.397327,191,1789512,62.80,4156.01,,,,,,,,,,,,,,,
1417,4628.292742,192,1789704,62.76,4156.01,,,,,,,,,,,,,,,
1418,4962.616773,192,1789896,62.79,4156.01,,,,,,,,,,,,,,,
1419,5336.998135,195,1790091,62.81,4156.01,,,,,,,,,,,,,,,
1420,5605.936109,103,1790194,62.84,4156.01,,,,,,,,,,,,,,,
1421,5975.694889,126,1790320,62.83,4156.01,,,,,,,,,,,,,,,
1422,6413.414426,128,1790448,62.81,4156.01,,,,,,,,,,,,,,,
1423,6652.925361,127,1790575,62.79,4156.01,,,,,,,,,,,,,,,
1424,6928.902073,130,1790705,62.78,4156.01,,,,,,,,,,,,,,,
1425,7133.349408,128,1790833,62.76,4156.01,,,,,,,,,,,,,,,
1426,7686.961996,63,1790896,62.80,4172.36,,,,,,,,,,,,,,,
1427,8289.753022,130,1791026,62.81,4173.06,,,,,,,,,,,,,,,
1428,8458.739192,113,1791139,62.80,4173.06,,,,,,,,,,,,,,,
1429,8704.403368,56,1791195,62.77,4173.06,,,,,,,,,,,,,,,
1430,9006.996491,125,1791320,62.73,4173.06,,,,,,,,,,,,,,,
1431,8988.066233,83,1791403,62.69,4173.06,,,,,,,,,,,,,,,
1432,9172.524112,112,1791515,62.72,4183.54,,,,,,,,,,,,,,,
1433,8989.767249,270,1791785,62.74,4183.54,,,,,,,,,,,,,,,
1434,5738.484688,602,1792387,62.72,4183.54,,,,,,,,,,,,,,,
1435,2994.714389,188,1792575,62.68,4183.54,,,,,,,,,,,,,,,
1436,2724.308091,339,1792914,62.64,4183.54,,,,,,,,,,,,,,,
1437,3156.112536,261,1793175,62.61,4183.54,,,,,,,,,,,,,,,
1438,3309.100363,403,1793578,62.66,4183.54,,,,,,,,,,,,,,,
1439,2785.187941,400,1793978,62.62,4183.54,,,,,,,,,,,,,,,
1440,2810.197986,263,1794241,62.59,4183.54,,,,,,,,,,,,,,,
1441,2854.452517,401,1794642,62.56,4183.54,,,,,,,,,,,,,,,
1442,2710.691573,404,1795046,62.53,4183.54,,,,,,,,,,,,,,,
1443,2622.275758,381,1795427,62.49,4183.54,,,,,,,,,,,,,,,
1444,2613.195302,412,1795839,62.46,4183.54,,,,,,,,,,,,,,,
1445,2590.055438,337,1796176,62.48,4183.54,,,,,,,,,,,,,,,
1446,2624.864043,381,1796557,62.54,4183.54,,,,,,,,,,,,,,,
1447,2677.899149,475,1797032,62.50,4183.54,,,,,,,,,,,,,,,
1448,2574.039814,394,1797426,62.47,4183.54,,,,,,,,,,,,,,,
1449,2638.615572,131,1797557,62.44,4183.54,,,,,,,,,,,,,,,
1450,3190.314487,542,1798099,62.41,4183.54,,,,,,,,,,,,,,,
1451,0.000000,0,1798099,62.37,4183.54,,,,,,,,,,,,,,,
1452,0.000000,0,1798099,62.33,4183.54,,,,,,,,,,,,,,,
1453,0.000000,0,1798099,62.29,4183.54,,,,,,,,,,,,,,,
1454,0.000000,0,1798099,62.25,4183.54,,,,,,,,,,,,,,,
1455,0.000000,0,1798099,62.21,4183.54,,,,,,,,,,,,,,,
1456,7879.031961,458,1798557,62.18,4183.54,,,,,,,,,,,,,,,
1457,0.000000,0,1798557,62.15,4183.54,,,,,,,,,,,,,,,
1458,0.000000,0,1798557,62.11,4183.54,,,,,,,,,,,,,,,
1459,0.000000,0,1798557,62.07,4183.54,,,,,,,,,,,,,,,
1460,0.000000,0,1798557,62.03,4183.54,,,,,,,,,,,,,,,
1461,0.000000,0,1798557,61.98,4183.54,,,,,,,,,,,,,,,
1462,11264.401203,130,1798687,61.95,4183.54,,,,,,,,,,,,,,,
1463,0.000000,0,1798687,61.91,4183.54,,,,,,,,,,,,,,,
1464,0.000000,0,1798687,61.87,4183.54,,,,,,,,,,,,,,,
1465,0.000000,0,1798687,61.83,4183.54,,,,,,,,,,,,,,,
1466,0.000000,0,1798687,61.79,4183.54,,,,,,,,,,,,,,,
1467,0.000000,0,1798687,61.75,4183.54,,,,,,,,,,,,,,,
1468,0.000000,0,1798687,61.71,4183.54,,,,,,,,,,,,,,,
1469,0.000000,0,1798687,61.67,4183.54,,,,,,,,,,,,,,,
1470,0.000000,0,1798687,61.63,4183.54,,,,,,,,,,,,,,,
1471,0.000000,0,1798687,61.59,4183.63,,,,,,,,,,,,,,,
1472,0.000000,0,1798687,61.55,4183.63,,,,,,,,,,,,,,,
1473,0.000000,0,1798687,61.51,4183.63,,,,,,,,,,,,,,,
1474,24070.699859,325,1799012,61.47,4183.63,,,,,,,,,,,,,,,
1475,19357.470523,584,1799596,61.50,4183.63,,,,,,,,,,,,,,,
1476,4168.745321,443,1800039,61.48,4183.63,,,,,,,,,,,,,,,
1477,1845.088372,662,1800701,61.49,4183.63,,,,,,,,,,,,,,,
1478,1653.138727,520,1801221,61.56,4183.63,,,,,,,,,,,,,,,
1479,1723.199494,585,1801806,61.53,4183.63,,,,,,,,,,,,,,,
1480,1914.615077,455,1802261,61.51,4183.63,,,,,,,,,,,,,,,
1481,1797.243820,584,1802845,61.48,4183.63,,,,,,,,,,,,,,,
1482,1924.188583,715,1803560,61.44,4183.63,,,,,,,,,,,,,,,
1483,1435.475523,562,1804122,61.42,4183.63,,,,,,,,,,,,,,,
1484,1667.011221,543,1804665,61.42,4183.63,,,,,,,,,,,,,,,
1485,1974.667425,390,1805055,61.44,4183.63,,,,,,,,,,,,,,,
1486,1816.445833,731,1805786,61.41,4183.63,,,,,,,,,,,,,,,
1487,1660.805350,244,1806030,61.44,4183.63,,,,,,,,,,,,,,,
1488,1903.690909,975,1807005,61.48,4183.89,,,,,,,,,,,,,,,
1489,1313.220247,520,1807525,61.46,4183.89,,,,,,,,,,,,,,,
1490,1737.885411,520,1808045,61.44,4183.89,,,,,,,,,,,,,,,
1491,1778.842051,455,1808500,61.40,4183.89,,,,,,,,,,,,,,,
1492,1781.393853,780,1809280,61.45,4183.89,,,,,,,,,,,,,,,
1493,1689.351995,584,1809864,61.42,4183.89,,,,,,,,,,,,,,,
1494,1704.824060,520,1810384,61.39,4183.89,,,,,,,,,,,,,,,
1495,1731.280121,555,1810939,61.38,4183.89,,,,,,,,,,,,,,,
1496,1754.905077,485,1811424,61.40,4183.89,,,,,,,,,,,,,,,
1497,1808.399216,649,1812073,61.37,4183.89,,,,,,,,,,,,,,,
1498,1709.812487,584,1812657,61.34,4183.89,,,,,,,,,,,,,,,
1499,1714.606758,585,1813242,61.31,4183.89,,,,,,,,,,,,,,,
1500,1818.747244,454,1813696,61.28,4183.89,,,,,,,,,,,,,,,
1501,1778.206043,715,1814411,61.39,4183.89,,,,,,,,,,,,,,,
1502,1693.233785,585,1814996,61.37,4183.89,,,,,,,,,,,,,,,
1503,1708.809903,455,1815451,61.34,4183.89,,,,,,,,,,,,,,,
1504,1950.772432,520,1815971,61.31,4183.89,,,,,,,,,,,,,,,
1505,1807.134541,584,1816555,61.35,4183.89,,,,,,,,,,,,,,,
1506,1538.554238,650,1817205,61.32,4183.89,,,,,,,,,,,,,,,
1507,1806.369641,585,1817790,61.29,4183.89,,,,,,,,,,,,,,,
1508,1901.584911,585,1818375,61.26,4183.89,,,,,,,,,,,,,,,
1509,1765.326633,650,1819025,61.24,4183.89,,,,,,,,,,,,,,,
1510,1697.361944,260,1819285,61.21,4183.89,,,,,,,,,,,,,,,
1511,1723.474594,778,1820063,61.18,4183.89,,,,,,,,,,,,,,,
1512,1618.082950,651,1820714,61.16,4183.89,,,,,,,,,,,,,,,
1513,1707.128404,519,1821233,61.14,4183.89,,,,,,,,,,,,,,,
1514,1835.473722,649,1821882,61.21,4183.89,,,,,,,,,,,,,,,
1515,1653.627745,522,1822404,61.28,4183.89,,,,,,,,,,,,,,,
1516,1736.734171,585,1822989,61.25,4183.89,,,,,,,,,,,,,,,
1517,1707.123001,520,1823509,61.22,4183.89,,,,,,,,,,,,,,,
1518,1764.686201,650,1824159,61.19,4183.89,,,,,,,,,,,,,,,
1519,1658.430693,455,1824614,61.16,4183.89,,,,,,,,,,,,,,,
1520,1721.860497,715,1825329,61.13,4183.98,,,,,,,,,,,,,,,
1521,1707.797175,520,1825849,61.11,4183.98,,,,,,,,,,,,,,,
1522,1760.150220,577,1826426,61.09,4183.98,,,,,,,,,,,,,,,
1523,1767.798184,397,1826823,61.11,4183.98,,,,,,,,,,,,,,,
1524,1971.718116,845,1827668,61.08,4183.98,,,,,,,,,,,,,,,
1525,1302.576129,390,1828058,61.06,4183.98,,,,,,,,,,,,,,,
1526,1691.043617,650,1828708,61.03,4183.98,,,,,,,,,,,,,,,
1527,1724.817125,585,1829293,61.01,4183.98,,,,,,,,,,,,,,,
1528,1804.799089,455,1829748,61.11,4183.98,,,,,,,,,,,,,,,
1529,1737.050555,715,1830463,61.09,4183.98,,,,,,,,,,,,,,,
1530,1738.564921,650,1831113,61.06,4183.98,,,,,,,,,,,,,,,
1531,1661.386062,519,1831632,61.05,4183.98,,,,,,,,,,,,,,,
1532,1799.723362,391,1832023,61.07,4183.98,,,,,,,,,,,,,,,
1533,2152.970362,454,1832477,61.04,4183.98,,,,,,,,,,,,,,,
1534,2455.131566,455,1832932,61.01,4183.98,,,,,,,,,,,,,,,
1535,2367.593441,391,1833323,60.98,4183.98,,,,,,,,,,,,,,,
1536,2406.509084,389,1833712,60.97,4183.98,,,,,,,,,,,,,,,
1537,2401.875807,456,1834168,60.96,4183.98,,,,,,,,,,,,,,,
1538,2461.137384,351,1834519,60.98,4183.98,,,,,,,,,,,,,,,
1539,2490.208446,390,1834909,61.02,4183.98,,,,,,,,,,,,,,,
1540,2601.284270,377,1835286,61.00,4183.98,,,,,,,,,,,,,,,
1541,2565.788898,304,1835590,61.00,4183.98,,,,,,,,,,,,,,,
1542,2593.918268,513,1836103,61.07,4183.98,,,,,,,,,,,,,,,
1543,2461.442563,325,1836428,61.06,4183.98,,,,,,,,,,,,,,,
1544,2472.047300,415,1836843,61.10,4183.98,,,,,,,,,,,,,,,
1545,2604.213894,390,1837233,61.10,4184.15,,,,,,,,,,,,,,,
1546,2531.316105,352,1837585,61.16,4184.24,,,,,,,,,,,,,,,
1547,2498.233952,520,1838105,61.13,4184.24,,,,,,,,,,,,,,,
1548,2517.015273,388,1838493,61.10,4184.24,,,,,,,,,,,,,,,
1549,2562.355721,350,1838843,61.07,4184.24,,,,,,,,,,,,,,,
1550,2651.464237,328,1839171,61.05,4184.24,,,,,,,,,,,,,,,
1551,2655.631034,414,1839585,61.02,4184.24,,,,,,,,,,,,,,,
1552,2555.909951,324,1839909,60.98,4184.24,,,,,,,,,,,,,,,
1553,2610.748301,482,1840391,60.96,4184.24,,,,,,,,,,,,,,,
1554,2607.525774,328,1840719,60.94,4184.24,,,,,,,,,,,,,,,
1555,2690.501891,321,1841040,60.92,4184.24,,,,,,,,,,,,,,,
1556,2663.902131,454,1841494,60.95,4184.24,,,,,,,,,,,,,,,
1557,2732.650056,413,1841907,60.96,4184.24,,,,,,,,,,,,,,,
1558,2616.241542,264,1842171,60.99,4184.24,,,,,,,,,,,,,,,
1559,2648.708667,466,1842637,61.05,4196.03,,,,,,,,,,,,,,,
1560,2679.863388,401,1843038,61.04,4196.03,,,,,,,,,,,,,,,
1561,2656.988026,329,1843367,61.04,4196.03,,,,,,,,,,,,,,,
1562,2601.034677,352,1843719,61.03,4200.95,,,,,,,,,,,,,,,
1563,2700.482475,385,1844104,61.08,4208.52,,,,,,,,,,,,,,,
1564,2612.350511,456,1844560,61.08,4208.52,,,,,,,,,,,,,,,
1565,2486.917477,396,1844956,61.08,4208.52,,,,,,,,,,,,,,,
1566,2470.096382,280,1845236,61.07,4208.52,,,,,,,,,,,,,,,
1567,2660.030382,455,1845691,61.05,4208.52,,,,,,,,,,,,,,,
1568,2620.489686,395,1846086,61.02,4208.52,,,,,,,,,,,,,,,
1569,2610.813209,281,1846367,60.99,4208.52,,,,,,,,,,,,,,,
1570,2722.443646,421,1846788,61.02,4208.52,,,,,,,,,,,,,,,
1571,2565.467851,447,1847235,60.99,4208.52,,,,,,,,,,,,,,,
1572,2358.585035,410,1847645,60.96,4208.52,,,,,,,,,,,,,,,
1573,2372.019414,292,1847937,60.94,4208.52,,,,,,,,,,,,,,,
1574,2561.349893,429,1848366,60.97,4208.52,,,,,,,,,,,,,,,
1575,2588.839745,408,1848774,60.94,4208.52,,,,,,,,,,,,,,,
1576,2487.181111,442,1849216,60.91,4208.52,,,,,,,,,,,,,,,
1577,2549.687734,345,1849561,60.88,4208.52,,,,,,,,,,,,,,,
1578,2641.900140,343,1849904,60.85,4208.52,,,,,,,,,,,,,,,
1579,2739.241548,461,1850365,60.82,4208.52,,,,,,,,,,,,,,,
1580,2721.869273,328,1850693,60.79,4208.52,,,,,,,,,,,,,,,
1581,2685.817823,340,1851033,60.76,4208.52,,,,,,,,,,,,,,,
1582,2669.633789,397,1851430,60.77,4208.52,,,,,,,,,,,,,,,
1583,2617.542347,394,1851824,60.76,4208.52,,,,,,,,,,,,,,,
1584,2677.584660,340,1852164,60.72,4208.52,,,,,,,,,,,,,,,
1585,2759.837981,396,1852560,60.69,4208.52,,,,,,,,,,,,,,,
1586,2878.522694,329,1852889,60.66,4208.52,,,,,,,,,,,,,,,
1587,2948.579277,352,1853241,60.68,4227.63,,,,,,,,,,,,,,,
1588,2757.140292,184,1853425,60.67,4230.44,,,,,,,,,,,,,,,
1589,3097.701571,331,1853756,60.64,4230.44,,,,,,,,,,,,,,,
1590,0.000000,0,1853756,60.61,4230.44,,,,,,,,,,,,,,,
1591,0.000000,0,1853756,60.57,4230.44,,,,,,,,,,,,,,,
1592,4961.494874,670,1854426,60.54,4230.44,,,,,,,,,,,,,,,
1593,0.000000,0,1854426,60.51,4230.44,,,,,,,,,,,,,,,
1594,0.000000,0,1854426,60.48,4230.44,,,,,,,,,,,,,,,
1595,0.000000,0,1854426,60.44,4230.44,,,,,,,,,,,,,,,
1596,0.000000,0,1854426,60.41,4230.44,,,,,,,,,,,,,,,
1597,0.000000,0,1854426,60.44,4230.44,,,,,,,,,,,,,,,
1598,0.000000,0,1854426,60.40,4230.44,,,,,,,,,,,,,,,
1599,0.000000,0,1854426,60.36,4230.44,,,,,,,,,,,,,,,
1600,0.000000,0,1854426,60.33,4230.44,,,,,,,,,,,,,,,
1601,0.000000,0,1854426,60.29,4230.44,,,,,,,,,,,,,,,
1602,0.000000,0,1854426,60.26,4230.44,,,,,,,,,,,,,,,
1603,14474.548816,260,1854686,60.22,4230.44,,,,,,,,,,,,,,,
1604,0.000000,0,1854686,60.19,4230.44,,,,,,,,,,,,,,,
1605,0.000000,0,1854686,60.16,4230.44,,,,,,,,,,,,,,,
1606,0.000000,0,1854686,60.13,4230.44,,,,,,,,,,,,,,,
1607,0.000000,0,1854686,60.09,4230.44,,,,,,,,,,,,,,,
1608,0.000000,0,1854686,60.06,4230.44,,,,,,,,,,,,,,,
1609,0.000000,0,1854686,60.02,4230.44,,,,,,,,,,,,,,,
1610,0.000000,0,1854686,60.01,4230.44,,,,,,,,,,,,,,,
1611,0.000000,0,1854686,60.04,4230.44,,,,,,,,,,,,,,,
1612,0.000000,0,1854686,60.03,4230.44,,,,,,,,,,,,,,,
1613,21658.626191,195,1854881,60.06,4230.57,,,,,,,,,,,,,,,
1614,22313.701667,260,1855141,60.07,4230.64,,,,,,,,,,,,,,,
1615,16589.684424,584,1855725,60.06,4230.70,,,,,,,,,,,,,,,
1616,2251.031328,584,1856309,60.06,4230.70,,,,,,,,,,,,,,,
1617,1700.632206,455,1856764,60.06,4230.70,,,,,,,,,,,,,,,
1618,1641.185980,629,1857393,60.05,4230.70,,,,,,,,,,,,,,,
1619,1758.445309,474,1857867,60.05,4230.79,,,,,,,,,,,,,,,
1620,1785.395650,715,1858582,60.09,4230.99,,,,,,,,,,,,,,,
1621,1726.871886,584,1859166,60.10,4230.99,,,,,,,,,,,,,,,
1622,1721.440342,520,1859686,60.09,4230.99,,,,,,,,,,,,,,,
1623,1743.219114,585,1860271,60.07,4230.99,,,,,,,,,,,,,,,
1624,1772.152597,520,1860791,60.07,4230.99,,,,,,,,,,,,,,,
1625,1815.587905,648,1861439,60.08,4230.99,,,,,,,,,,,,,,,
1626,1789.149973,327,1861766,60.12,4230.99,,,,,,,,,,,,,,,
1627,1858.691822,715,1862481,60.10,4230.99,,,,,,,,,,,,,,,
1628,1650.316635,649,1863130,60.13,4230.99,,,,,,,,,,,,,,,
1629,1776.169607,455,1863585,60.11,4230.99,,,,,,,,,,,,,,,
1630,1620.253410,715,1864300,60.09,4230.99,,,,,,,,,,,,,,,
