second,avg_latency_ms_zookeeper_v3.4.8_snap10k,throughput_zookeeper_v3.4.8_snap10k,cumulative_throughput_zookeeper_v3.4.8_snap10k,avg_cpu_zookeeper_v3.4.8_snap10k,avg_memory_mb_zookeeper_v3.4.8_snap10k,avg_latency_ms_zookeeper_v3.4.8_snap100k,throughput_zookeeper_v3.4.8_snap100k,cumulative_throughput_zookeeper_v3.4.8_snap100k,avg_cpu_zookeeper_v3.4.8_snap100k,avg_memory_mb_zookeeper_v3.4.8_snap100k,avg_latency_ms_etcdv3_gotip,throughput_etcdv3_gotip,cumulative_throughput_etcdv3_gotip,avg_cpu_etcdv3_gotip,avg_memory_mb_etcdv3_gotip,avg_latency_ms_etcdv3_go1.6,throughput_etcdv3_go1.6,cumulative_throughput_etcdv3_go1.6,avg_cpu_etcdv3_go1.6,avg_memory_mb_etcdv3_go1.6,avg_latency_ms_etcdv3_go1.5,throughput_etcdv3_go1.5,cumulative_throughput_etcdv3_go1.5,avg_cpu_etcdv3_go1.5,avg_memory_mb_etcdv3_go1.5,avg_latency_ms_etcdv2_go1.4,throughput_etcdv2_go1.4,cumulative_throughput_etcdv2_go1.4,avg_cpu_etcdv2_go1.4,avg_memory_mb_etcdv2_go1.4,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
451,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,400120,45.44,3309.28,8004.461650,127,1751646,126.83,4948.13
452,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,400120,45.49,3309.28,8324.971631,127,1751773,126.60,4948.13
453,,,,,,,,,,,,,,,,,,,,,,,,,,317.197223,656,400776,45.51,3309.28,8519.807505,65,1751838,126.34,4948.13
454,,,,,,,,,,,,,,,,,,,,,,,,,,529.600861,64,400840,45.51,3309.37,8918.091925,127,1751965,126.14,4948.13
455,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,400840,45.57,3309.37,9258.035488,129,1752094,126.03,4948.13
456,,,,,,,,,,,,,,,,,,,,,,,,,,292.492563,1758,402598,45.60,3309.37,9580.655130,190,1752284,125.78,4948.13
457,,,,,,,,,,,,,,,,,,,,,,,,,,362.768348,1352,403950,45.60,3309.37,9820.590156,8,1752292,125.53,4948.13
458,,,,,,,,,,,,,,,,,,,,,,,,,,388.764684,1653,405603,45.61,3309.46,10005.602650,97,1752389,125.28,4948.13
459,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,405603,45.66,3309.46,10067.764282,65,1752454,125.02,4948.13
460,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,405603,45.71,3309.46,10179.116988,7,1752461,124.77,4948.13
461,,,,,,,,,,,,,,,,,,,,,,,,,,452.077651,1226,406829,45.77,3313.73,10325.883854,123,1752584,124.64,4948.13
462,,,,,,,,,,,,,,,,,,,,,,,,,,298.072659,304,407133,45.81,3313.90,10390.855382,129,1752713,124.50,4948.13
463,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,407133,45.86,3313.90,10125.714933,125,1752838,124.31,4948.13
464,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,407133,45.91,3313.90,10232.561282,66,1752904,124.06,4948.13
465,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,407133,45.96,3314.75,10148.674434,188,1753092,124.01,4948.13
466,,,,,,,,,,,,,,,,,,,,,,,,,,736.024787,333,407466,45.95,3314.92,10182.642589,129,1753221,123.78,4948.13
467,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,407466,46.00,3316.97,10124.884130,70,1753291,123.53,4948.13
468,,,,,,,,,,,,,,,,,,,,,,,,,,640.968182,631,408097,46.04,3316.97,10119.663608,97,1753388,123.49,4948.13
469,,,,,,,,,,,,,,,,,,,,,,,,,,306.560718,1851,409948,46.05,3316.97,10131.187691,65,1753453,123.31,4948.13
470,,,,,,,,,,,,,,,,,,,,,,,,,,549.995166,1300,411248,46.05,3317.06,10111.267706,8,1753461,123.12,4948.13
471,,,,,,,,,,,,,,,,,,,,,,,,,,393.468554,1270,412518,46.05,3420.43,10129.660953,123,1753584,122.95,4948.13
472,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,412518,46.10,3420.70,10203.566854,129,1753713,122.78,4948.13
473,,,,,,,,,,,,,,,,,,,,,,,,,,189.101557,1917,414435,46.12,3420.70,10186.065447,105,1753818,122.61,4948.13
474,,,,,,,,,,,,,,,,,,,,,,,,,,342.864804,195,414630,46.16,3420.70,10188.576329,85,1753903,122.66,4948.13
475,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,414630,46.21,3420.70,10166.781708,128,1754031,122.50,4948.13
476,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,414630,46.26,3420.78,10191.944431,190,1754221,122.54,4948.13
477,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,414630,46.30,3420.78,10149.474598,69,1754290,122.37,4948.13
478,,,,,,,,,,,,,,,,,,,,,,,,,,585.964023,497,415127,46.30,3420.84,10145.031869,68,1754358,122.20,4948.13
479,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,415127,46.31,3420.84,10150.307682,36,1754394,121.98,4948.13
480,,,,,,,,,,,,,,,,,,,,,,,,,,304.681259,499,415626,46.36,3420.84,10272.377233,67,1754461,121.74,4948.13
481,,,,,,,,,,,,,,,,,,,,,,,,,,364.019972,1290,416916,46.35,3420.84,10170.675022,120,1754581,121.67,4948.13
482,,,,,,,,,,,,,,,,,,,,,,,,,,316.965492,2005,418921,46.36,3420.84,10181.151936,127,1754708,121.48,4948.13
483,,,,,,,,,,,,,,,,,,,,,,,,,,501.716468,773,419694,46.37,3420.92,10115.770521,128,1754836,121.47,4948.13
484,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,419694,46.42,3420.92,10073.444451,68,1754904,121.25,4948.13
485,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,419694,46.47,3420.92,10151.672546,127,1755031,121.02,4948.13
486,,,,,,,,,,,,,,,,,,,,,,,,,,353.347386,1143,420837,46.53,3428.08,10088.369987,132,1755163,120.80,4948.30
487,,,,,,,,,,,,,,,,,,,,,,,,,,249.783396,660,421497,46.56,3428.25,10156.241518,126,1755289,120.57,4948.30
488,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,421497,46.61,3428.25,10217.981838,67,1755356,120.34,4948.30
489,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,421497,46.65,3428.25,9981.487993,39,1755395,120.11,4948.30
490,,,,,,,,,,,,,,,,,,,,,,,,,,330.935797,1050,422547,46.67,3428.25,9963.237688,66,1755461,120.08,4948.30
491,,,,,,,,,,,,,,,,,,,,,,,,,,494.556855,366,422913,46.67,3428.34,9972.978635,121,1755582,119.85,4948.30
492,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,422913,46.71,3428.34,9975.842257,126,1755708,119.63,4948.30
493,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,422913,46.75,3428.34,9980.290720,128,1755836,119.40,4948.30
494,,,,,,,,,,,,,,,,,,,,,,,,,,364.118725,1486,424399,46.78,3428.34,9974.385266,68,1755904,119.18,4948.30
495,,,,,,,,,,,,,,,,,,,,,,,,,,350.548608,1764,426163,46.78,3428.38,10009.696462,127,1756031,119.17,4948.99
496,,,,,,,,,,,,,,,,,,,,,,,,,,226.855048,1274,427437,46.83,3428.38,9949.551388,133,1756164,118.95,4948.99
497,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,427437,46.87,3428.38,10019.000700,127,1756291,118.94,4953.73
498,,,,,,,,,,,,,,,,,,,,,,,,,,258.964469,1360,428797,46.92,3428.38,9955.036792,66,1756357,118.72,4953.73
499,,,,,,,,,,,,,,,,,,,,,,,,,,292.930506,485,429282,46.96,3428.38,10042.596851,39,1756396,118.50,4953.73
500,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,429282,47.01,3428.47,10746.012107,69,1756465,118.28,4953.73
501,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,429282,47.05,3428.47,0.000000,0,1756465,118.05,4953.73
502,,,,,,,,,,,,,,,,,,,,,,,,,,265.434838,587,429869,47.07,3428.47,0.000000,0,1756465,117.83,4953.73
503,,,,,,,,,,,,,,,,,,,,,,,,,,199.142362,838,430707,47.07,3428.47,0.000000,0,1756465,117.68,4953.73
504,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,430707,47.12,3428.55,11499.590313,378,1756843,117.59,4953.73
505,,,,,,,,,,,,,,,,,,,,,,,,,,243.029603,1374,432081,47.16,3428.55,0.000000,0,1756843,117.37,4953.73
506,,,,,,,,,,,,,,,,,,,,,,,,,,303.545802,1525,433606,47.16,3428.55,0.000000,0,1756843,117.15,4953.73
507,,,,,,,,,,,,,,,,,,,,,,,,,,434.255647,1606,435212,47.16,3428.64,0.000000,0,1756843,116.95,4953.73
508,,,,,,,,,,,,,,,,,,,,,,,,,,326.318652,478,435690,47.19,3428.64,0.000000,0,1756843,116.75,4953.73
509,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,435690,47.23,3428.64,13123.963797,553,1757396,116.73,4953.73
510,,,,,,,,,,,,,,,,,,,,,,,,,,368.854570,679,436369,47.28,3428.64,0.000000,0,1757396,116.53,4953.73
511,,,,,,,,,,,,,,,,,,,,,,,,,,513.181463,1085,437454,47.30,3428.73,0.000000,0,1757396,116.31,4953.73
512,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,437454,47.34,3428.73,0.000000,0,1757396,116.08,4953.73
513,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,437454,47.39,3428.73,0.000000,0,1757396,115.85,4953.73
514,,,,,,,,,,,,,,,,,,,,,,,,,,269.333448,156,437610,47.42,3428.73,0.000000,0,1757396,115.63,4953.73
515,,,,,,,,,,,,,,,,,,,,,,,,,,501.205361,693,438303,47.41,3428.82,0.000000,0,1757396,115.41,4953.73
516,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,438303,47.44,3428.82,0.000000,0,1757396,115.20,4953.73
517,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,438303,47.48,3428.82,0.000000,0,1757396,114.97,4953.73
518,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,438303,47.54,3428.82,0.000000,0,1757396,114.75,4953.73
519,,,,,,,,,,,,,,,,,,,,,,,,,,346.103988,943,439246,47.57,3428.82,0.000000,0,1757396,114.54,4953.73
520,,,,,,,,,,,,,,,,,,,,,,,,,,292.606103,1630,440876,47.57,3428.90,0.000000,0,1757396,114.32,4953.73
521,,,,,,,,,,,,,,,,,,,,,,,,,,349.636766,866,441742,47.60,3428.90,0.000000,0,1757396,114.11,4953.73
522,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,441742,47.64,3428.90,0.000000,0,1757396,113.88,4953.73
523,,,,,,,,,,,,,,,,,,,,,,,,,,236.735714,1428,443170,47.68,3428.90,0.000000,0,1757396,113.71,4953.73
524,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,443170,47.72,3428.99,0.000000,0,1757396,113.54,4953.73
525,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,443170,47.77,3428.99,18727.557156,846,1758242,113.36,4953.73
526,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,443170,47.80,3428.99,6691.590131,454,1758696,113.17,4953.73
527,,,,,,,,,,,,,,,,,,,,,,,,,,533.438943,257,443427,47.82,3428.99,2298.849499,455,1759151,113.11,4953.73
528,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,443427,47.83,3428.99,2181.461379,455,1759606,113.00,4953.73
529,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,443427,47.87,3429.08,2086.388979,520,1760126,112.82,4953.73
530,,,,,,,,,,,,,,,,,,,,,,,,,,248.775179,713,444140,47.90,3429.08,2067.191801,455,1760581,112.81,4953.73
531,,,,,,,,,,,,,,,,,,,,,,,,,,264.858684,1251,445391,47.91,3429.08,2115.637162,455,1761036,112.66,4953.73
532,,,,,,,,,,,,,,,,,,,,,,,,,,354.953571,2307,447698,47.93,3429.17,2158.536990,455,1761491,112.48,4953.73
533,,,,,,,,,,,,,,,,,,,,,,,,,,219.229213,633,448331,47.94,3429.17,2385.700029,388,1761879,112.30,4954.25
534,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,448331,47.99,3429.17,2176.899979,391,1762270,112.47,4954.25
535,,,,,,,,,,,,,,,,,,,,,,,,,,464.844926,868,449199,48.04,3429.17,2047.801969,585,1762855,112.31,4954.25
536,,,,,,,,,,,,,,,,,,,,,,,,,,439.314673,1154,450353,48.03,3429.17,2256.165466,390,1763245,112.13,4954.25
537,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,450353,48.07,3429.17,2215.443014,585,1763830,112.13,4954.25
538,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,450353,48.11,3429.17,2047.723292,324,1764154,111.96,4954.25
539,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,450353,48.16,3429.17,2320.534921,389,1764543,111.78,4954.25
540,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,450353,48.19,3429.17,2922.830928,131,1764674,111.59,4954.25
541,,,,,,,,,,,,,,,,,,,,,,,,,,565.038302,326,450679,48.23,3429.17,3325.533786,358,1765032,111.41,4954.25
542,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,450679,48.24,3429.17,3760.056490,226,1765258,111.23,4954.25
543,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,450679,48.28,3429.17,3915.832576,259,1765517,111.04,4954.25
544,,,,,,,,,,,,,,,,,,,,,,,,,,583.171409,667,451346,48.31,3429.17,3727.308042,259,1765776,111.04,4954.25
545,,,,,,,,,,,,,,,,,,,,,,,,,,497.462736,1227,452573,48.31,3429.17,4046.296742,195,1765971,110.86,4954.25
546,,,,,,,,,,,,,,,,,,,,,,,,,,429.209945,1016,,,,4193.446023,181,1766152,110.72,4954.25
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332.228668,300,1766452,110.78,4954.25
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4510.631014,195,1766647,110.67,4954.25
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467.966881,195,1766842,110.71,4954.25
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490.493801,261,1767103,110.59,4954.25
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4451.612085,219,1767322,110.49,4954.25
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606.026389,195,1767517,110.54,4954.25
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4574.141845,196,1767713,110.42,4954.25
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.763006,259,1767972,110.30,4954.25
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4612.378556,220,1768192,110.18,4954.25
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4573.895843,196,1768388,110.00,4954.25
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660.759617,194,1768582,109.82,4954.25
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4730.130487,195,1768777,109.64,4954.25
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4850.674551,261,1769038,109.47,4954.25
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4882.578227,133,1769171,109.29,4954.25
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.913431,217,1769388,109.42,4954.25
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4991.014703,195,1769583,109.33,4954.25
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5034.693064,196,1769779,109.31,4954.25
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5031.727834,193,1769972,109.14,4954.25
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220.380608,134,1770106,108.97,4954.25
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.184105,218,1770324,108.80,4954.25
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.323279,194,1770518,108.62,4954.25
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5217.628676,196,1770714,108.45,4954.25
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.557905,198,1770912,108.28,4954.25
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.687554,192,1771104,108.11,4954.25
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.313922,156,1771260,107.94,4954.25
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397.980698,197,1771457,107.76,4954.25
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.041630,194,1771651,107.59,4954.25
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374.430004,193,1771844,107.56,4954.25
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420.252307,135,1771979,107.59,4954.25
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5622.000109,192,1772171,107.59,4954.25
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515.082519,153,1772324,107.42,4954.25
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5633.711105,134,1772458,107.25,4954.25
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032.029601,192,1772650,107.08,4954.25
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6008.669046,197,1772847,106.91,4954.25
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5906.082013,191,1773038,106.75,4954.25
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5889.822184,132,1773170,106.57,4954.25
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6081.383486,154,1773324,106.40,4954.25
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035.898147,134,1773458,106.23,4954.25
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6082.246055,192,1773650,106.06,4954.25
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6231.645446,134,1773784,105.90,4954.25
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240.925915,177,1773961,105.72,4954.25
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6173.803656,208,1774169,105.72,4954.25
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6399.122883,93,1774262,105.55,4954.25
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6313.411681,130,1774392,105.56,4954.25
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6405.634215,193,1774585,105.39,4954.25
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314.132308,70,1774655,105.22,4870.78
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6358.811036,259,1774914,105.08,4797.93
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6307.956215,190,1775104,104.94,4790.86
595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6438.487651,77,1775181,104.77,4790.86
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6503.185012,144,1775325,104.61,4790.86
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6586.008968,132,1775457,104.45,4790.86
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6675.234654,194,1775651,104.27,4790.86
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6588.050176,70,1775721,104.10,4790.86
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6848.560041,193,1775914,103.94,4790.86
601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6902.087157,190,1776104,103.79,4790.86
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6964.536018,77,1776181,103.80,4790.86
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6898.017883,208,1776389,103.76,4790.86
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6848.939276,71,1776460,103.65,4790.86
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7061.825582,191,1776651,103.50,4790.86
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6977.111274,72,1776723,103.34,4790.86
607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7016.016795,192,1776915,103.19,4790.86
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7054.293873,190,1777105,103.04,4790.86
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6891.044994,141,1777246,102.89,4790.86
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6828.141310,146,1777392,102.74,4790.95
611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6824.917531,69,1777461,102.64,4791.12
612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6906.751971,191,1777652,102.61,4791.29
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6884.488990,133,1777785,102.52,4791.29
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864.798672,196,1777981,102.43,4791.29
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6892.708674,124,1778105,102.52,4791.29
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6988.843850,105,1778210,102.54,4791.29
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7001.206431,180,1778390,102.44,4791.29
618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7094.023891,69,1778459,102.35,4791.29
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7091.517234,193,1778652,102.25,4791.29
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.898514,73,1778725,102.15,4791.29
621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7268.827072,190,1778915,102.06,4791.29
622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7268.713302,130,1779045,101.96,4804.03
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7368.392621,136,1779181,102.03,4807.99
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7449.106536,135,1779316,101.90,4807.99
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7450.114037,141,1779457,101.90,4807.99
626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7397.657886,72,1779529,101.75,4807.99
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7396.670330,127,1779656,101.61,4808.08
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7464.916982,130,1779786,101.46,4808.08
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7636.930886,197,1779983,101.45,4808.08
630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7605.757096,123,1780106,101.33,4808.38
631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7647.614877,78,1780184,101.19,4808.38
632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.191530,197,1780381,101.05,4808.38
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.108060,77,1780458,100.90,4808.38
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7775.234860,71,1780529,100.76,4808.38
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7815.711851,193,1780722,100.62,4808.38
636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7826.077711,132,1780854,100.63,4808.38
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7821.431284,130,1780984,100.49,4808.38
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885.317174,126,1781110,100.37,4808.38
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7834.212678,139,1781249,100.25,4808.38
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7903.934318,69,1781318,100.26,4808.38
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7962.543648,141,1781459,100.12,4808.38
642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7908.655420,71,1781530,99.98,4808.38
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7950.819504,192,1781722,99.98,4808.38
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7972.564520,129,1781851,99.85,4808.38
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8037.544504,67,1781918,99.71,4808.38
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9326.435688,64,1781982,99.56,4808.38
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1781982,99.42,4808.38
648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11107.922169,2,1781984,99.27,4808.38
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11169.098699,123,1782107,99.12,4808.38
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11192.550258,77,1782184,98.98,4808.38
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11207.592361,134,1782318,98.84,4808.38
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11232.212509,140,1782458,98.70,4808.38
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250.555950,70,1782528,98.56,4808.38
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11401.023564,128,1782656,98.57,4808.38
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11452.313655,71,1782727,98.41,4808.38
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11586.015701,130,1782857,98.27,4808.38
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11207.797265,129,1782986,98.25,4811.19
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8906.081015,64,1783050,98.14,4814.03
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9279.124120,130,1783180,97.99,4814.03
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9201.272607,136,1783316,97.87,4814.03
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9134.751370,81,1783397,97.75,4814.03
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9227.371577,70,1783467,97.61,4814.03
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9485.940760,128,1783595,97.47,4814.03
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9885.071019,61,1783656,97.34,4814.03
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104.191638,70,1783726,97.24,4814.03
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.514453,130,1783856,97.17,4814.03
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10092.989698,129,1783985,97.18,4814.03
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10226.747967,63,1784048,97.30,4814.03
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10090.635479,129,1784177,97.22,4814.03
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10353.092707,73,1784250,97.13,4814.03
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10356.828811,134,1784384,97.02,4814.03
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10489.115235,77,1784461,96.94,4814.03
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10486.752948,67,1784528,97.00,4819.15
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10482.468683,70,1784598,96.90,4819.15
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10552.782923,124,1784722,96.89,4819.15
